Indicator,MoA Type ,MoA,Drug,Title,URL,Author,PMID,Abstract,Date
Narcolepsy,Inhibitor,"The article does not provide information on the specific receptor subtype(s) that modafinil is being evaluated with, but it does mention that modafinil is biochemically and pharmacologically distinct from prototypical stimulants such as D-amphetamine, cocaine, and methylphenidate. Therefore, the mechanism of action of modafinil is different from these prototypical stimulants, and the article does not specify the specific target of the chemical reaction for modafinil.",modafinil,Acute behavioral and physiological effects of modafinil in drug abusers.,https://pubmed.ncbi.nlm.nih.gov/11981223/,"Rush CR, Kelly TH, Hays LR, Baker RW, Wooten AF.",11981223,"Modafinil, a novel stimulant, is effective in the treatment of excessive daytime sleepiness associated with narcolepsy. It is biochemically and pharmacologically distinct from prototypical stimulants such as D-amphetamine, cocaine, and methylphenidate. The present experiment was designed to assess the acute behavioral effects of oral modafinil, cocaine, and placebo in participants (n=9) with recent histories of cocaine use (i.e. positive urine for cocaine or benzoylecgonine during the initial screening interview). Drug effects were assessed with a battery of self-reported drug-effect questionnaires, performance measures, and physiological indices. Cocaine, but not modafinil, produced stimulant-like self-reported drug effects (e.g. increased ratings of High and Stimulated). Modafinil and cocaine dose-dependently increased heart rate and blood pressure. The results of the present study suggest that modafinil has minimal abuse potential, but should be viewed cautiously because of the relatively small sample size. Future studies should further characterize the abuse potential of modafinil using other behavioral arrangements, such as drug discrimination or drug self-administration. A full characterization of the abuse potential of modafinil will become important as the use of this drug increases.Adult Behavior / drug effects* Benzhydryl Compounds / pharmacology* Blood Pressure / drug effects Central Nervous System Stimulants / pharmacology* Cocaine-Related Disorders / physiopathology Cocaine-Related Disorders / psychology Dose-Response Relationship, Drug Euphoria / drug effects Female Heart Rate / drug effects Humans Male Middle Aged Modafinil Psychomotor Performance / drug effects Substance-Related Disorders / physiopathology* Substance-Related Disorders / psychology* Surveys and Questionnaires",2002 Mar
Narcolepsy,Inhibitor,"The mechanism of action of modafinil is not explicitly mentioned in the article. However, it is mentioned that modafinil has neurotransmitter actions that are opposite to cocaine-induced neuroadaptations affecting dopamine and glutamate reward circuits. Cocaine is a central nervous system stimulant that affects dopamine neurotransmission. Therefore, the drugs are being evaluated in terms of their interaction with the dopamine neurotransmitter system. No specific receptor subtype is mentioned.",modafinil,"Modafinil and cocaine: a double-blind, placebo-controlled drug interaction study.",https://pubmed.ncbi.nlm.nih.gov/12681523/,"Dackis CA, Lynch KG, Yu E, Samaha FF, Kampman KM, Cornish JW, Rowan A, Poole S, White L, O'Brien CP.",12681523,"Modafinil is a novel compound that is approved for the treatment of narcolepsy. It is now being studied as a potential treatment for cocaine dependence. Cocaine withdrawal symptoms are associated with poor clinical outcome and are likely to be reversed by modafinil. In addition, the neurotransmitter actions of modafinil are opposite to cocaine-induced neuroadaptations affecting dopamine and glutamate reward circuits. Since cocaine-dependent subjects might use cocaine during a clinical trial with modafinil, this study tested the safety of intravenous cocaine (30 mg) in combination with modafinil. Each of seven subjects received a baseline (open-label) cocaine infusion. Three subsequent cocaine infusions were administered after subjects received 4 days of low dose modafinil (200 mg/day), high dose modafinil (400 mg/day), or placebo in randomized double-blind sequences. One subject received placebo prior to all infusions. Our results indicate that co-administering modafinil and a single dose of intravenous cocaine is not associated with medical risk in terms of blood pressure, pulse, temperature, or electrocardiogram measures. Furthermore, pretreatment with modafinil did not intensify cocaine euphoria or cocaine-induced craving. In fact, cocaine euphoria was significantly blunted (P=0.02) in one of our subjective measures.Adult Benzhydryl Compounds / therapeutic use* Blood Pressure / drug effects Body Temperature / drug effects Central Nervous System Stimulants / therapeutic use* Cocaine / adverse effects* Cocaine / pharmacokinetics Cocaine-Related Disorders / drug therapy* Dose-Response Relationship, Drug Double-Blind Method Drug Interactions Humans Male Middle Aged Modafinil Pulse",2003 May 1
Narcolepsy,Inhibitor,The article does not mention any drugs or mechanisms of action being evaluated.,carbamazepine,Effects of startle and laughter in cataplectic subjects: a neurophysiological study between attacks.,https://pubmed.ncbi.nlm.nih.gov/10880803/,"Lammers GJ, Overeem S, Tijssen MA, van Dijk JG.",10880803,"Cataplexy, when unequivocally present together with excessive daytime sleepiness, is diagnostic for narcolepsy. Unfortunately, it is difficult to induce cataplexy during consultation. In this study we tried to assess presumed subclinical expressions of cataplexy using neurophysiological tests.
In this controlled explorative study, we studied 14 patients with a clear history of cataplexy and 12 matched controls using standard H-reflex, H/M ratios, audiospinal reflex, H-reflexes modulated by emotions and startle reflexes.
H-reflexes were attenuated during laughter in patients as well as controls. Startle reflexes were increased in patients. Audiospinal reflexes were not influenced.
The patterns found add relevant knowledge concerning pathophysiological mechanisms and involved brain areas in cataplexy, and may reflect subclinical expressions of cataplexy. The presumed specificity of the abolishment of H-reflexes during cataplectic attacks is questioned by our findings. The exaggerated startle reflex is in line with recent findings concerning involved brain areas in narcolepsy.Acoustic Stimulation / methods Adult Cataplexy / diagnosis Cataplexy / drug therapy Cataplexy / physiopathology* Central Nervous System Stimulants / therapeutic use Electromyography Emotions Female H-Reflex* / drug effects Humans Laughter* Male Middle Aged Reaction Time Reflex, Startle* / drug effects",2000 Jul
Narcolepsy,Inhibitor,"The article does not explicitly mention the receptor subtype(s) that the drug modafinil is being evaluated with. However, it does mention that modafinil is a psychostimulant drug that is used to enhance vigilance in sleep-deprived military personnel, and that its cognitive enhancing effects and relevant neurobiological mechanisms are still not fully understood. The article also suggests that modafinil's effects on working memory processes in humans may be related to noradrenergic stimulation of the prefrontal cortex.",modafinil,Effects of modafinil on working memory processes in humans.,https://pubmed.ncbi.nlm.nih.gov/15221200/,"MÃ¼ller U, Steffenhagen N, Regenthal R, Bublak P.",15221200,"Modafinil is a well-tolerated psychostimulant drug with low addictive potential that is used to treat patients with narcolepsy or attention deficit disorders and to enhance vigilance in sleep-deprived military personal. So far, understanding of the cognitive enhancing effects of modafinil and the relevant neurobiological mechanisms are incomplete.
The aim of this study was to investigate the effects of modafinil on working memory processes in humans and how they are related to noradrenergic stimulation of the prefrontal cortex.
Sixteen healthy volunteers (aged 20-29 years) received either modafinil 200 mg or placebo using a double blind crossover design. Two computerized working memory tasks were administered, a numeric manipulation task that requires short-term maintenance of digit-sequences and different degrees of manipulation as well as delayed matching task that assesses maintenance of visuo-spatial information over varying delay lengths. The battery was supplemented by standardized paper pencil tasks of attentional functions.
Modafinil significantly reduced error rates in the long delay condition of the visuo-spatial task and in the manipulation conditions, but not in the maintenance condition of the numeric task. Analyses of reaction times showed no speed-accuracy trade-off. Attentional control tasks (letter cancellation, trail-making, catch trials) were not affected by modafinil.
In healthy volunteers without sleep deprivation modafinil has subtle stimulating effects on maintenance and manipulation processes in relatively difficult and monotonous working memory tasks, especially in lower performing subjects. Overlapping attentional and working memory processes have to be considered when studying the noradrenergic modulation of the prefrontal cortex.Adult Analysis of Variance Benzhydryl Compounds / blood Benzhydryl Compounds / pharmacology* Cross-Over Studies Double-Blind Method Female Humans Male Memory / drug effects* Memory / physiology Modafinil Psychomotor Performance / drug effects* Psychomotor Performance / physiology Reaction Time / drug effects* Reaction Time / physiology",2004 Dec
Narcolepsy,Inhibitor,The article does not provide information on the mechanism of action or receptor subtype(s) of the drug being evaluated. The article focuses on the excretion profile of amphetamine and its enantiomers following repeated daily administration of mixed enantiomers of amphetamine.,amphetamine,Amphetamine excretion profile following multidose administration of mixed salt amphetamine preparation.,https://pubmed.ncbi.nlm.nih.gov/15516315/,"Cody JT, Valtier S, Nelson SL.",15516315,"Interpretation of drug testing results requires detailed scientific information, particularly in those cases where the question of legitimate use versus illicit use arises. Amphetamine remains a widely abused drug throughout the world, although it is also used therapeutically for weight loss, narcolepsy, and attention-deficit disorder with hyperactivity (ADHD). Treatment of ADHD using stimulant drugs is much more common now than it was in even the recent past. Increasingly, older individuals are diagnosed and treated for ADHD, and treatment often continues into adulthood. Amphetamine is commonly used for the treatment of ADHD and is available by prescription as either the d-enantiomer or a mixture of enantiomers. Although used for many years, there are no data available to describe the excretion profile of amphetamine and its enantiomers following repeated use of the drug. As a result, medical review officers (MROs) and forensic toxicologists have no direct evidence to base their decisions on when it comes to evaluation of use of these drugs. The current study was designed to determine the concentration and enantiomer excretion profile following repeated daily administration of mixed enantiomers of amphetamine. Twenty milligrams of Adderall was administered daily to five healthy subjects with all subsequent ad lib urine samples collected for at least five days following administration of the five-dose regimen. Adderall is a 3:1 mixture of d- and l-enantiomers of amphetamine salts and represents the mixed enantiomer proportion of amphetamine available in the United States through pharmaceutical channels. Peak amphetamine concentrations ranged from 5739 to 19,172 ng/mL. Samples containing > or = 500 ng/mL amphetamine (the administrative cutoff for a positive result by gas chromatography-mass spectrometry) were seen up to 60:15 (h:min) following administration of the last dose. Enantiomer analysis showed the d-enantiomer to be in excess of the l-enantiomer for as long as the drug was administered. After administration of the last dose of drug, the proportion of l-enantiomer increased over time. Not all samples that contained > or = 500 ng/mL total amphetamine were positive when tested by immunoassay because of the differing cross-reactivity of the enantiomers. This study provides the first description of the excretion of amphetamine following repeated administration of Adderall. The presence of the l-enantiomer separates this drug from other formulations composed of only the d-enantiomer (i.e., Dexedrine and much illicit amphetamine), thus readily differentiating them from Adderall use. Some illicit and medicinal amphetamine is, however, a mixture of amphetamine enantiomers. Because the enantiomers are metabolized at different rates, their proportion offers the opportunity to describe excretion versus time. Coupling this data with drug concentration makes it possible for forensic toxicologists and MROs to come to an informed decision regarding the involvement of this drug in a positive drug test result.Administration, Oral Adult Amphetamine / urine* Amphetamines / administration & dosage Amphetamines / pharmacokinetics* Amphetamines / urine Central Nervous System Stimulants / administration & dosage Central Nervous System Stimulants / pharmacokinetics* Central Nervous System Stimulants / urine Dextroamphetamine / urine* Humans Hydrogen-Ion Concentration Male Middle Aged Substance Abuse Detection Time Factors",2004 Oct
Narcolepsy,Inhibitor,"The mechanism of action of modafinil is not described in the abstract, but it is described as a central nervous system stimulant. No receptor subtype is specifically mentioned.",modafinil,Reduction in excess daytime sleepiness by modafinil in patients with myotonic dystrophy.,https://pubmed.ncbi.nlm.nih.gov/12798791/,"Talbot K, Stradling J, Crosby J, Hilton-Jones D.",12798791,"Patients with myotonic dystrophy frequently suffer from excess daytime sleepiness, which can be a significant cause of disability. Previous studies have indicated that this excess daytime sleepiness is only occasionally due to obstructive sleep apnoea and may be principally of central nervous system origin. Modafinil has been successfully used to treat narcolepsy, a central disorder causing excess daytime sleepiness. We have investigated the use of this drug in myotonic dystrophy patients with excess daytime sleepiness. Patients were recruited from a clinic population on the basis of screening with the Epworth Sleepiness Scale. Patients scoring 10 and above were invited to participate in a randomized double-blind crossover trial of modafinil versus placebo, with four weeks in each arm of the study separated by a 2-week washout period. Patients were assessed by polysomnography at baseline. The primary outcome measures were change in both the Epworth Sleepiness Scale and a modified Maintenance of Wakefulness Test, which were measured at the start of each arm of the trial and in week 3 of each intervention period. In agreement with previous smaller studies, sleepiness is not correlated with CTG expansion size. Treatment with modafinil showed a non-significant reduction in median Epworth Sleepiness Scale. However, the median Maintenance of Wakefulness Test score was prolonged by treatment (31.7-40 min, P=0.006). There were no significant adverse cardiac effects of the drug in this group of patients (resting 12 lead and 24 h ECG monitoring). Selected patients with myotonic dystrophy and excess daytime sleepiness may benefit from modafinil. In this patient group the Epworth Sleepiness Scale may not be the most reliable measure of sleepiness. Despite the potential for cardiac disease in these patients, the drug was well tolerated with no adverse effects.Adult Aged Benzhydryl Compounds / therapeutic use* Central Nervous System Stimulants / therapeutic use* Cross-Over Studies Disorders of Excessive Somnolence / drug therapy* Disorders of Excessive Somnolence / etiology Disorders of Excessive Somnolence / physiopathology Double-Blind Method Female Humans Male Middle Aged Modafinil Myotonic Dystrophy / complications Myotonic Dystrophy / physiopathology* Neuropsychological Tests Polysomnography Surveys and Questionnaires Treatment Outcome",2003 Jun
Narcolepsy,Inhibitor,"The article does not provide information about the specific receptor subtype(s) that modafinil targets. The mechanism of action is described as a ""selective wakefulness-promoting agent.""",modafinil,"Modafinil affects mood, but not cognitive function, in healthy young volunteers.",https://pubmed.ncbi.nlm.nih.gov/12672167/,"Randall DC, Shneerson JM, Plaha KK, File SE.",12672167,"Modafinil is a selective wakefulness-promoting agent with beneficial effects in narcolepsy and conditions of sleep deprivation. In a double-blind study we examined its effects in 30 healthy, non sleep-deprived students (19 men and 11 women, aged 19-23 years), who were randomly allocated to placebo, 100 or 200 mg modafinil and 3 h later completed 100 mm visual analogue scales relating to mood and bodily symptoms, before and after an extensive battery of cognitive tests (pen and paper and CANTAB). There were no significant differences between the three treatment groups on any of the cognitive tests used in this study. There was a significant post-treatment change in the factor measuring 'somatic anxiety' and in individual ratings of 'shaking', 'palpitations', 'dizziness', 'restlessness', 'muscular tension', 'physical tiredness' and 'irritability', which was mainly due to significantly higher ratings of somatic anxiety in the 100 mg group compared with the other two groups. Further changes in mood were revealed after the stress of cognitive testing, with the 100 mg group showing greater increases in the 'psychological anxiety' and the 'aggressive mood' factors (as measured from the Bond and Lader scales).Adult Affect / drug effects* Arousal / drug effects Benzhydryl Compounds / pharmacology* Central Nervous System Stimulants / pharmacology* Cognition / drug effects* Dose-Response Relationship, Drug Double-Blind Method Female Humans Male Modafinil Psychomotor Performance / drug effects* Task Performance and Analysis",2003 Apr
Narcolepsy,Inhibitor,"The mechanism of action of the drug modafinil is not mentioned in the article. However, it is described as a central nervous system stimulant. The article does not mention any specific receptor subtypes being evaluated.",modafinil,"Modafinil improves information processing speed and increases energetic resources for orientation of attention in narcoleptics: double-blind, placebo-controlled ERP studies with low-resolution brain electromagnetic tomography (LORETA).",https://pubmed.ncbi.nlm.nih.gov/19342295/,"Saletu M, Anderer P, Saletu-Zyhlarz GM, Mandl M, Saletu B, Zeitlhofer J.",19342295,"Recent neuroimaging studies in narcolepsy discovered significant gray matter loss in the right prefrontal and frontomesial cortex, a critical region for executive processing. In the present study, event-related potential (ERP) low-resolution brain electromagnetic tomography (LORETA) was used to investigate cognition before and after modafinil as compared with placebo.
In a double-blind, placebo-controlled cross-over design, 15 patients were treated with a 3-week fixed titration scheme of modafinil and placebo. The Epworth Sleepiness Scale (ESS), Maintenance of Wakefulness Test (MWT) and auditory ERPs (odd-ball paradigm) were obtained before and after the 3 weeks of therapy. Latencies, amplitudes and LORETA sources were determined for standard (N1 and P2) and target (N2 and P300) ERP components.
The ESS score improved significantly from 15.4 (+/- 4.0) under placebo to 10.2 (+/- 4.1) under 400mg modafinil (p=0.004). In the MWT, latency to sleep increased nonsignificantly after modafinil treatment (11.9+/-6.9 versus 13.3+/-7.1 min). In the ERP, N2 and P300 latencies were shortened significantly. While ERP amplitudes showed only minor changes, LORETA revealed increased source strengths: for N1 in the left auditory cortex and for P300 in the medial and right dorsolateral prefrontal cortex.
LORETA revealed that modafinil improved information processing speed and increased energetic resources in prefrontal cortical regions, which is in agreement with other neuroimaging studies.Adult Attention / drug effects Benzhydryl Compounds / administration & dosage* Central Nervous System Stimulants / administration & dosage* Cognition / drug effects* Double-Blind Method Electroencephalography Evoked Potentials, Auditory / drug effects* Female Humans Male Middle Aged Modafinil Narcolepsy / drug therapy* Orientation / drug effects Placebos Prefrontal Cortex / drug effects* Reaction Time / drug effects Tomography Wakefulness / drug effects Young Adult",2009 Sep
Narcolepsy,Inhibitor,Modafinil and methylphenidate are both central nervous system stimulants being evaluated for their pharmacokinetics. The article does not mention any specific receptor subtype or mechanism of action.,modafinil,Single-dose pharmacokinetics of modafinil and methylphenidate given alone or in combination in healthy male volunteers.,https://pubmed.ncbi.nlm.nih.gov/9549666/,"Wong YN, King SP, Laughton WB, McCormick GC, Grebow PE.",9549666,"Modafinil is a novel wake-promoting agent being developed for treatment of excessive daytime sleepiness associated with narcolepsy. An open, 3 x 3 Latin square, randomized, cross-over study was performed in healthy males to compare the pharmacokinetics of single-dose oral modafinil (200 mg) and methylphenidate (40 mg) administered alone or in combination. Blood samples were obtained for analysis of d- and l-threo-methylphenidate and modafinil and its acid and sulfone metabolites. Pharmacokinetic parameters were determined by noncompartmental methods, but could not be evaluated for modafinil sulfone due to plasma levels that were close to the assay quantitation limit. Although sporadic differences in plasma concentrations were observed between treatments, coadministration of modafinil and methylphenidate did not significantly alter the plasma concentrations of modafinil, modafinil acid, modafinil sulfone, or methylphenidate enantiomers compared with administration of these agents alone. Half-life (t1/2), maximum concentration (Cmax), area under the concentration-time curve (AUC0-infinity), total clearance (Cl/F), and apparent volume of distribution (Vd/F) for modafinil and t1/2, Cmax, and AUC0-infinity for modafinil acid were not affected by concomitant administration of methylphenidate. Small but statistically significant increases in time to Cmax (tmax) were observed for modafinil and modafinil acid after methylphenidate coadministration compared with modafinil alone. Modafinil coadministration did not significantly alter the pharmacokinetics of d- or l-threo-methylphenidate, except for a small decrease in Vd/F of l-threo-methylphenidate. Concomitant methylphenidate may cause a delay in the oral absorption of modafinil, but this delay might not be relevant clinically. Coadministration did not alter the extent of oral absorption and disposition of either agent. Therefore, a pharmacokinetic interaction between modafinil and methylphenidate would be unlikely.Adolescent Adrenergic Agents / administration & dosage Adrenergic Agents / adverse effects Adrenergic Agents / pharmacokinetics* Adrenergic Agents / pharmacology Adult Benzhydryl Compounds / administration & dosage Benzhydryl Compounds / adverse effects Benzhydryl Compounds / pharmacokinetics* Benzhydryl Compounds / pharmacology Central Nervous System Stimulants / administration & dosage Central Nervous System Stimulants / adverse effects Central Nervous System Stimulants / pharmacokinetics* Central Nervous System Stimulants / pharmacology Cross-Over Studies Double-Blind Method Drug Interactions Humans Male Methylphenidate / administration & dosage Methylphenidate / adverse effects Methylphenidate / pharmacokinetics* Methylphenidate / pharmacology Middle Aged Modafinil",1998 Mar
Narcolepsy,Inhibitor,The mechanism of action of modafinil is as a central nervous system stimulant. The article does not specify any receptor subtype(s) that the drug is being evaluated with.,modafinil,"Modafinil for daytime somnolence in Parkinson's disease: double blind, placebo controlled parallel trial.",https://pubmed.ncbi.nlm.nih.gov/16291885/,"Ondo WG, Fayle R, Atassi F, Jankovic J.",16291885,"Excessive daytime somnolence (EDS) commonly complicates Parkinson's disease (PD). The aetiology of EDS is probably multifactorial but is probably exacerbated by dopaminergic medications. Modafinil is a wake-promoting agent approved for use in narcolepsy, but it is often used to treat a variety of somnolent conditions.
A double blind, placebo controlled parallel design trial was conducted to assess the efficacy of modafinil (200-400 mg/day) for the treatment of EDS in PD. The primary efficacy measure was the Epworth Sleepiness (ES) scale score. Secondary efficacy points included the Unified Parkinson's Disease Rating Scale (UPDRS), the Fatigue Severity Scale, the Hamilton Depression Scale, and the multiple sleep latency test (MSLT).
Of a total of 40 subjects (29 men, mean (SD) age 64.8 (11.3) years), randomised to modafinil or placebo, 37 completed the study. Modafinil failed to significantly improve ES scores compared with placebo (2.7 v 1.5 points improvement, respectively, p = 0.28). MSLT failed to improve with modafinil relative to placebo (-0.16 v -0.70, respectively, p = 0.14). UPDRS, global impressions, Fatigue Severity Scale, and Hamilton Depression Scale scores were unchanged. Adverse events were minimal.
Modafinil failed to significantly improve EDS in PD compared with placebo. The drug did not alter motor symptoms in PD and was well tolerated.Aged Benzhydryl Compounds / therapeutic use* Central Nervous System Stimulants / therapeutic use* Disorders of Excessive Somnolence / drug therapy* Disorders of Excessive Somnolence / etiology* Double-Blind Method Female Humans Male Middle Aged Modafinil Parkinson Disease / complications* Parkinson Disease / drug therapy* Placebos Severity of Illness Index Treatment Outcome",2005 Dec
Narcolepsy,Inhibitor,The mechanism of action of the drug modafinil is as a central nervous system stimulant. There is no mention of any specific receptor subtype targeted.,modafinil,"Effect of modafinil on plasma melatonin, cortisol and growth hormone rhythms, rectal temperature and performance in healthy subjects during a 36 h sleep deprivation.",https://pubmed.ncbi.nlm.nih.gov/9682182/,"Brun J, Chamba G, Khalfallah Y, Girard P, Boissy I, Bastuji H, Sassolas G, Claustrat B.",9682182,"Modafinil is an alerting substance which has been used successfully to treat narcolepsy. Nothing is known about its effect on hormone secretions. For this purpose, eight healthy young men were enrolled in a double blind trial to test the effects of modafinil on daily plasma melatonin, cortisol and growth hormone (GH) rhythms. Blood was sampled for hormone assays, every hour during the daytime and every 30 min during the nighttime. In addition, rectal temperature and mental performances were determined during the study which comprised 3 sessions, two weeks apart: a 24 h control session including a night with sleep (S1) and two 48 h sessions S2 and S3 with a sleep-deprived night (N1) followed by a recovery night (N2). Modafinil (300 mg x 2) or placebo were randomly attributed during N1 at 22 h and 8 h. As expected, performance was improved after modafinil administration and body temperature was maintained or increased. Plasma melatonin and cortisol profiles were similar after modafinil and placebo administration. The levels observed during the recovery and the control nights (N2) displayed no difference. For GH, during both sleep deprived nights, secretion was dramatically reduced compared with the control one, although the number of secretory episodes was unchanged. These data show that the alerting property of modafinil is not related to an alteration of hormone profiles and suggest that the acute modafinil administration is devoid of short-term side-effects.Adult Benzhydryl Compounds / pharmacology* Benzhydryl Compounds / therapeutic use Body Temperature / drug effects* Central Nervous System Stimulants / pharmacology* Central Nervous System Stimulants / therapeutic use Health Status Human Growth Hormone / metabolism* Humans Hydrocortisone / metabolism* Male Melatonin / blood* Melatonin / metabolism* Modafinil Narcolepsy / drug therapy Narcolepsy / etiology Psychomotor Performance / drug effects* Rectum* Sleep Deprivation* Time Factors",1998 Jun
Narcolepsy,Inhibitor,"The mechanism of action is wakefulness-promoting medication, and the drug being evaluated is armodafinil, a nonamphetamine Central Nervous System stimulant. The article does not provide information on the receptor subtype(s) being targeted.",armodafinil,"Systemic exposure to armodafinil and its tolerability in healthy elderly versus young men: an open-label, multiple-dose, parallel-group study.",https://pubmed.ncbi.nlm.nih.gov/21275439/,"Darwish M, Kirby M, Hellriegel ET, Yang R, Robertson P Jr.",21275439,"Armodafinil (Nuvigil(®), Cephalon, Inc., Frazer, PA, USA), the longer-lasting isomer of racemic modafinil, is a nonamphetamine, wakefulness-promoting medication. In patients with excessive sleepiness associated with shift work disorder, treated obstructive sleep apnoea, or narcolepsy, armodafinil has been found to improve wakefulness throughout the shift or day. In addition, while not approved for this indication, armodafinil has been found to improve excessive sleepiness associated with jet-lag disorder.
This study evaluated systemic exposure to armodafinil and its two major circulating metabolites, R-modafinil acid and modafinil sulfone, and assessed the tolerability profile of armodafinil in elderly and young subjects.
The pharmacokinetics and tolerability of armodafinil were assessed in an open-label, multiple-dose, parallel-group study in two groups (n = 25 in each group) of healthy men (elderly group aged ≥65 years and young group aged 18-45 years) who received armodafinil 50 mg on day 1, 100 mg on day 2 and 150 mg once daily on days 3 through 7. Plasma concentrations of armodafinil and its metabolites were quantified over 72 hours following the last dose on day 7. Pharmacokinetic parameters, including area under the plasma drug concentration-versus-time curve during a dosing interval (AUC(τ)) and maximum observed plasma drug concentration (C(max)), and tolerability were assessed.
All 50 subjects enrolled in the study were evaluable for tolerability and 49 were included in the pharmacokinetic analysis. One elderly subject was excluded from the pharmacokinetic analyses because of apparent noncompliance with armodafinil dosing. Systemic exposure following administration of armodafinil, as measured by steady-state AUC(τ) and C(max) values, was approximately 15% greater in elderly subjects compared with young subjects. Geometric mean ratios for AUC(τ) and C(max) in the two groups were 1.14 (95% CI 1.03, 1.25; p = 0.0086) and 1.15 (95% CI 1.08, 1.24; p = 0.0002), respectively. When data were analysed for elderly subgroups, systemic exposure in the old-elderly group (age ≥75 years; n = 7) was 27% greater than in young subjects, as compared with 10% greater in the young-elderly group (age 65-74 years; n = 17). Although steady-state exposure to the metabolite R-modafinil acid was also higher in elderly than in young subjects (geometric mean ratios for AUC(τ) and C(max) were 1.73 and 1.61, respectively; p < 0.0001), there were no significant differences in systemic exposure to modafinil sulfone. Armodafinil was generally well tolerated by both groups. Headache (four subjects in each group), nausea (one in the elderly group and four in the young group), insomnia (two in the elderly group and one in the young group), and dizziness (two in the young group) were the most common adverse events.
Systemic exposure following administration of armodafinil is increased in the elderly in comparison with younger subjects, particularly in those aged ≥75 years. Although the increase in plasma armodafinil concentration in elderly subjects does not appear to result in more adverse events compared with young subjects, consideration should be given to the use of lower dosages of armodafinil for the management of excessive sleepiness in older patients, particularly the very elderly.Adult Age Factors Aged Area Under Curve Benzhydryl Compounds / administration & dosage* Benzhydryl Compounds / adverse effects* Benzhydryl Compounds / blood Benzhydryl Compounds / pharmacokinetics Central Nervous System Stimulants / administration & dosage* Central Nervous System Stimulants / adverse effects* Central Nervous System Stimulants / blood Central Nervous System Stimulants / pharmacokinetics Humans Male Modafinil Wakefulness / drug effects",2011 Feb 1
Narcolepsy,Inhibitor,"The mechanism of action for modafinil is wake-promoting, meaning it promotes alertness and reduces excessive daytime sleepiness. There is no mention of any specific target of the chemical reaction or receptor subtype being evaluated in the article.",modafinil,Initiating treatment with modafinil for control of excessive daytime sleepiness in patients switching from methylphenidate: an open-label safety study assessing three strategies.,https://pubmed.ncbi.nlm.nih.gov/12709775/,"Thorpy MJ, Schwartz JR, Kovacevic-Ristanovic R, Hayduk R.",12709775,"Modafinil is a first-line wake-promoting medication and a useful therapeutic alternative to psychostimulant medications for excessive daytime sleepiness.
This 5-week, randomized, open-label study evaluated three strategies for switching patients from methylphenidate, a commonly used psychostimulant, to modafinil.
Patients ( n=40) with excessive daytime sleepiness related to narcolepsy, who had received previous treatment with methylphenidate, were switched from methylphenidate to modafinil (200 mg/day followed by 400 mg/day) without a washout period between treatments, with a 2-day washout period between treatments, or by using a taper-down/titrate-up protocol. Adverse events were recorded throughout the study, and Epworth Sleepiness Scale scores were determined at the end of the study.
The majority of patients (95%) were successfully switched to modafinil. At the study end point, mean Epworth Sleepiness Scale scores were <12 for each treatment group. All three switching strategies were well tolerated, with adverse events mild or moderate in nature. Adverse events most frequently reported during modafinil treatment were among those seen previously in large-scale, placebo-controlled studies. There were no meaningful differences among the treatment groups in the frequency or severity of adverse events or in their relationship to modafinil treatment. Only one patient discontinued modafinil treatment because of a treatment-related adverse event (i.e. moderate headache); another patient discontinued due to insufficient efficacy.
Switching from methylphenidate to modafinil was well tolerated with or without a washout period or when the methylphenidate dose is gradually tapered during initiation of modafinil therapy. Daytime wakefulness was maintained in patients who have switched from methylphenidate to modafinil. These data suggest that patients with narcolepsy may be switched from methylphenidate to modafinil with few complications and inconveniences.Adolescent Adult Aged Benzhydryl Compounds / therapeutic use* Central Nervous System Stimulants / therapeutic use* Drug Administration Schedule Female Humans Male Methylphenidate / therapeutic use* Middle Aged Modafinil Narcolepsy / drug therapy* Psychiatric Status Rating Scales Treatment Outcome Wakefulness / drug effects",2003 Jun
