Pub Med ID,Answers,MoA
7527327,The mechanism of action is a combination of potent serotonin (5-hydroxytryptamine) 5-HT2 and dopamine D2 receptor antagonism. The receptor subtype(s) are: 5-HT2 and D2 receptors.,Antagonist
15023570,The mechanism of action is selective antagonism of the dopamine D4 receptor. The receptor subtype being evaluated is the dopamine D4 receptor.,Antagonist
24516190,The mechanism of action is histamine H3 receptor antagonist. The subtype(s) are H3 receptors. The drug being evaluated is ABT-288.,Antagonist
25728831,The mechanism of action is histamine H₃ receptor antagonist. The target of the chemical reaction is the histamine H₃ receptor. The subtype(s) are not specified in the abstract.,Antagonist
18801405,The receptor(s) are: 5HT2A/2C. The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: 5HT2A/2C receptor antagonist.,Antagonist
18692175,The mechanism of action is: vasopressin V2-receptor antagonist. The receptor subtype is: V2-receptor. The drug being evaluated is tolvaptan.,Antagonist
21346607,The mechanism of action is dopamine D3 receptor antagonism. The receptor subtype is the dopamine D3 receptor.,Antagonist
30845818,"The drug being evaluated is samidorphan, which is an opioid antagonist. The target of the chemical reaction is the opioid receptors. The subtype(s) of opioid receptors involved are not specified in the article.",Antagonist
22299296,The mechanism of action is: serotonin and dopamine receptor antagonist. The specific receptor subtypes are: serotonin 5-HT2A and dopamine D2 receptors. The drug being evaluated is risperidone.,Antagonist
10080558,The mechanism of action is: antagonist at the D4 and serotonin2A (5-HT2A) receptors. The receptor subtype(s) are: D4 and 5-HT2A. The drug being evaluated is fananserin.,Antagonist
7902766,"The mechanism of action is: selective 5-HT2 and 5-HT1c antagonist. The receptor subtype(s) are: 5-HT2 and 5-HT1c. Therefore, the drug is a selective serotonin receptor antagonist.",Antagonist
22995972,The article did not provide specific information on the mechanism of action or receptor subtype targeted by JNJ-37822681.,Antagonist
24215171,The mechanism of action is: H3 receptor antagonist. The receptor subtype is: H3.,Antagonist
23926573,The drug JNJ-37822681 is a fast-dissociating D2 receptor antagonist. The binding mode is antagonism of the D2 receptor subtype of dopamine receptors.,Antagonist
8584612,The mechanism of action is: D1-dopamine receptor antagonist. The receptor subtype is: dopamine D1 receptor.,Antagonist
21192149,The receptor(s) are: cannabinoid-1. The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: cannabinoid-1 receptor antagonist.,Antagonist
30359166,The mechanism of action is: serotonin 3 receptor antagonist. The subtype(s) are: N/A. Therefore the drug is evaluated as a serotonin 3 receptor antagonist.,Antagonist
15927092,"There are no drugs being evaluated in this article, so there is no mechanism of action or receptor subtype information to provide.",Antagonist
18789844,The mechanism of action is a 5-HT3 receptor antagonist. The receptor subtype is 5-hydroxytryptamine 3 (5-HT3) receptor. Therefore the mechanism of action is a 5-HT3 receptor antagonist.,Antagonist
10484947,The article does not provide information on the mechanism of action or receptor subtype targeted by risperidone or haloperidol.,Antagonist
27048954,"The drug being evaluated is memantine, which is an N-methyl-D-aspartate (NMDA) receptor antagonist. The target of the chemical reaction is the NMDA receptor.",Antagonist
19700263,"The drug being evaluated is mecamylamine, which is a non-competitive nicotinic acetylcholine receptor (nAChR) antagonist. The mechanism of action is antagonism of high-affinity nAChRs, which prompts compensatory smoking, increasing the intensity of smoking and nicotine exposure without alleviating craving. The receptor subtype(s) are not specified in the abstract.",Antagonist
23768250,The mechanism of action being evaluated is the selective antagonist of 5HT6 receptors AVN-211 (CD-008-0173). The receptor subtype being targeted is the 5HT6 receptor.,Antagonist
32961542,The mechanism of action is: uncompetitive low-affinity NMDA receptor antagonist (memantine). The receptor subtype(s) are: NMDA receptors.,Antagonist
23754735,"The drug being evaluated is JNJ-37822681, which is a selective fast-dissociating dopamine D2-receptor antagonist. Therefore, the mechanism of action is dopamine D2-receptor antagonism. The receptor subtype is dopamine D2.",Antagonist
23532746,"The mechanism of action is T-type calcium channel antagonist. The receptor subtype(s) are calcium channels, specifically the T-type calcium channels.",Antagonist
32340927,The mechanism of action of the drug is as an NMDA antagonist (memantine). The article does not specify receptor subtypes.,Antagonist
12650957,The mechanism of action is: serotonin 5-HT2A antagonist. The receptor subtype is: 5-HT2A. The drug being evaluated is mianserin.,Antagonist
22020346,The mechanism of action is: N-methyl-d-aspartate receptor antagonist (ketamine). The receptor subtype(s) are: NMDA receptors.,Antagonist
23644161,The article does not provide information on any specific drug or receptor subtype that is being evaluated. It discusses the use of phMRI to evaluate the sensitivity of rats treated with phencyclidine (PCP) as a model for schizophrenia.,Antagonist
2886110,There are no drugs being evaluated in this article. The study evaluated the use of a methylphenidate challenge test to predict relapse in schizophrenia patients.,Antagonist
11978847,"The article does not mention any specific drugs or chemical reactions being evaluated. However, it discusses the role of dopamine D1 receptors in the prefrontal cortex and their relationship to working memory deficits in schizophrenia.",Antagonist
23571810,"The drug being evaluated is ABT-925, which is a selective dopamine D3 receptor antagonist. The mechanism of action is blocking the dopamine D3 receptor subtype.",Antagonist
21726104,The mechanism of action for the drug topiramate in this study is as an alpha-amino-3-hydroxy-5-methylisoxazole-4-propionic acid (AMPA) receptor antagonist. No receptor subtype(s) are specified.,Antagonist
6134273,The mechanism of action is beta-adrenergic blockade. The receptor subtype(s) are beta-adrenergic receptors.,Antagonist
14643092,The mechanism of action for lamotrigine is as an excitatory amino acid antagonist. The receptor subtype(s) are: N/A.,Antagonist
28556775,The mechanism of action for the drug ketamine is as an NMDA receptor antagonist. The receptor subtype is the NMDA receptor.,Antagonist
28033691,The mechanism of action is: partial uncompetitive NMDA receptor antagonist. The receptor subtype(s) are: NMDA receptors. The drug being evaluated is memantine.,Antagonist
7520904,The mechanism of action(s) are: combined 5-HT2A/D2 antagonist. The receptor subtype(s) are: serotonin 5-HT2A and dopamine D2. Therefore the mechanism of action is: combined antagonist of the serotonin 5-HT2A and dopamine D2 receptors.,Antagonist
25896256,"The mechanism of action is blockage of the N-methyl-D-aspartate (NMDA) receptor via ketamine, which is an NMDA receptor antagonist. The receptor subtype is NMDA.",Antagonist
15169685,"For the neurokinin (NK(3)) antagonist (SR142801): the mechanism of action is neurokinin receptor antagonist, and the receptor subtype is NK(3). 
For the serotonin 2A/2C (5-HT(2A/2C)) antagonist (SR46349B): the mechanism of action is serotonin receptor antagonist, and the receptor subtypes are 5-HT(2A) and 5-HT(2C).
For the central cannabinoid (CB(1)) antagonist (SR141716): the mechanism of action is cannabinoid receptor antagonist, and the receptor subtype is CB(1).
For the neurotensin (NTS(1)) antagonist (SR48692): the mechanism of action is neurotensin receptor antagonist, and the receptor subtype is NTS(1).",Antagonist
2897959,The mechanism of action is beta-adrenoceptor antagonist. The receptor subtype(s) are: beta-1 and beta-2 adrenergic receptors.,Antagonist
17464718,"The mechanism of action of the drug being evaluated in this study is glucocorticoid receptor antagonism, and the drug is mifepristone. There are no receptor subtypes mentioned in the abstract.",Antagonist
17728110,"The mechanism of action is: NMDA receptor antagonist, with a weak non-selective affinity to NMDA receptors. The subtype(s) are: N/A. The drug being evaluated is memantine.",Antagonist
27940324,"The mechanism of action is NMDA receptor antagonism, and the drug is memantine. The receptor subtype is NMDA receptors.",Antagonist
10220013,There are no drugs being evaluated in this article. The article is discussing the association between a genetic polymorphism in the serotonin-2A receptor gene and schizophrenia.,Antagonist
9617985,"The drug being evaluated is naltrexone. The mechanism of action is as a narcotic antagonist. The target of the chemical reaction is not specified in the article, but naltrexone is known to block the effects of opioids by binding to their receptors in the brain. There is no mention of receptor subtypes.",Antagonist
21590281,The receptor(s) are: CB(1) cannabinoid. The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: CB(1) cannabinoid receptor antagonist.,Antagonist
24089054,"The mechanism of action is d-amino acid oxidase inhibition, achieved by using the drug sodium benzoate. The target is the metabolism of d-amino acids. There is no specific receptor subtype mentioned in relation to the drug.",Antagonist
10190222,"The article does not provide information on the mechanism of action or receptor subtype(s) of the drugs being evaluated, as it focuses on the efficacy of olanzapine and haloperidol in treating anxious-depressive symptoms in schizophrenia patients.",Antagonist
26343594,"The drugs being evaluated are risperidone and dextromethorphan. The mechanism of action for dextromethorphan is a non-competitive N-methyl-d-aspartate (NMDA) receptor antagonist, which protects monoamine neurons. There is no information provided on the mechanism of action for risperidone. Therefore, there is no information provided on the receptor subtype(s) being targeted.",Antagonist
15023569,"The article is not discussing the evaluation of drugs, but rather the measurement of serotonin-1A receptor binding using positron emission tomography with [carbonyl-(11)C]WAY-100635 in patients with schizophrenia. There is no information about the mechanism of action or receptor subtype of any drugs being evaluated.",Antagonist
10518181,The mechanism of action is N-methyl-D-aspartic acid (NMDA) receptor antagonist and the receptor subtype is NMDA receptors.,Antagonist
26329382,"The mechanism of action of the drug modafinil is not mentioned in the abstract. However, it is mentioned that modafinil modulates catecholamine neurotransmission. Therefore, it may be assumed that it acts as a dopamine and/or norepinephrine reuptake inhibitor. The receptor subtype(s) that may be involved in this mechanism of action are dopamine and norepinephrine transporters.",Antagonist
19005465,The mechanism of action for memantine is as an uncompetitive antagonist of glutamate receptors of the N-methyl-D-aspartate type. The receptor subtype is the NMDA receptor.,Antagonist
15652874,The mechanism of action is: glucocorticoid receptor antagonist. The receptor subtype(s) are: glucocorticoid receptors. The drug being evaluated is mifepristone (RU-486).,Antagonist
9260734,"The article does not provide specific information on the mechanism of action, target of chemical reaction, or receptor subtype(s) that are being evaluated with the use of methylene blue as an adjuvant therapy for schizophrenia.",Antagonist
22389244,"The drug being evaluated is ketamine, a non-competitive NMDA-receptor antagonist. The target of the chemical reaction is the NMDA receptor. The subtype(s) are not specified.",Antagonist
27776560,The mechanism of action of memantine is as an antagonist of N-methyl-D-aspartate (NMDA) receptors. There is no mention of receptor subtypes.,Antagonist
22137462,The receptor(s) are: cannabinoid receptor. The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: cannabinoid receptor antagonist (rimonabant).,Antagonist
25980345,"The mechanism of action is: selective estrogen receptor modulator. The receptor subtype(s) are: estrogen receptors. Therefore, the drug being evaluated is raloxifene, which acts as a selective estrogen receptor modulator.",Antagonist
20570110,"The drug being evaluated is celecoxib, which is a cyclooxygenase-2 (COX-2) inhibitor. The mechanism of action is inhibiting the COX-2 enzyme, which is responsible for creating inflammatory substances in the body. There is no receptor subtype mentioned in the article.",Antagonist
28425497,The mechanism of action is: NMDA receptor antagonist. The subtype(s) are: N/A. Therefore the receptor(s) being evaluated are the NMDA receptors.,Antagonist
32160422,"The article does not provide information about the specific mechanism of action or receptor subtype for olanzapine and samidorphan. Olanzapine is an atypical antipsychotic medication that primarily acts as a dopamine and serotonin receptor antagonist, while samidorphan is an opioid antagonist that is being studied as an adjunct therapy for opioid addiction treatment.",Antagonist
2149882,The mechanism of action is selective dopamine D2 antagonism. The receptor subtype is dopamine D2.,Antagonist
29873956,The mechanism of action for MIN-101 is: sigma-2 and 5-HT2A antagonism. There are no mentioned receptor subtypes.,Antagonist
6791204,The receptor(s) are: opiate. The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: opiate receptor antagonist.,Antagonist
18334909,"The mechanisms of action for the drugs are not provided in the given abstract. However, it is mentioned that iloperidone is a mixed D2/5-HT2 antagonist, while ziprasidone is used as an active control.",Antagonist
16034443,"The drug in question is ketamine, a noncompetitive N-methyl-D-aspartate (NMDA) receptor antagonist. Therefore, the mechanism of action is NMDA receptor antagonism. The receptor subtype(s) are NMDA receptors.",Antagonist
9549958,"The mechanism of action is: 5-HT2a/2c, dopamine D1D2D4 antagonist with anticholinergic activity. The receptor subtype(s) are: serotonin (5-HT), dopamine (D1, D2, and D4) and cholinergic (antagonist). The drug being evaluated is olanzapine.",Antagonist
28398342,"There is no specific drug being evaluated in this article, so there is no target of the chemical reaction or receptor subtype mentioned.",Antagonist
15905072,The article does not provide information on the mechanism of action or receptor subtype(s) of the drug (clozapine) being evaluated.,Antagonist
26819282,"The article does not discuss any specific drugs, mechanism of actions or receptor subtypes being evaluated. It focuses on the relationship between frontal D2/3 receptor availability, cognitive functions, and psychopathology in antipsychotic-naïve first-episode schizophrenia patients before and after their first antipsychotic treatment.",Antagonist
21275080,"There are no drugs being evaluated in this article. The focus is on the relationship between tryptophan metabolites, specifically 3-OHKY, and clinical symptoms in patients with schizophrenia.",Antagonist
32393412,The article does not provide information on the mechanism of action or receptor subtype for olanzapine or samidorphan.,Antagonist
18232726,The article does not provide information on the mechanism of action or receptor subtype of olanzapine and clozapine.,Antagonist
22773165,The mechanism of action is: dopamine D₂-receptor antagonist. The receptor subtype is: D₂-receptor.,Antagonist
21302161,The mechanism of action for ketamine is blocking the NMDA receptor. There is no specific receptor subtype identified in the article.,Antagonist
23515583,"The mechanism of action is: 5-HT3 receptor antagonist. The receptor subtype(s) are: 5-HT3. Therefore, the drug being evaluated is tropisetron, a 5-HT3 receptor antagonist.",Antagonist
26691576,"The drug combination being evaluated are a Glycine transporter I (GlyT-1) inhibitor (sarcosine) and a d-amino acid oxidase (DAAO) inhibitor (sodium benzoate). The target of the chemical reaction is the N-methyl-D-aspartate (NMDA) receptor-mediated neurotransmission. The receptor subtype(s) are NMDA receptors. Therefore, the mechanism of action is inhibition of DAAO and GlyT-1 to enhance NMDA receptor-mediated neurotransmission.",Antagonist
9510219,The article does not specify the mechanism of action(s) or the receptor subtype(s) for olanzapine or haloperidol.,Antagonist
16959472,"The mechanism of action is: serotonin-3 (5-HT3) receptor antagonist. The receptor subtype(s) is/are: 5-HT3 receptor. Therefore, the drug being evaluated is ondansetron, which is a serotonin-3 (5-HT3) receptor antagonist.",Antagonist
14613676,"The article does not describe the mechanism of action or the receptor subtype of any drugs being used, as the focus is on assessing serotonergic dysfunction in schizophrenia through a physiological measure.",Antagonist
22290266,"The drugs being evaluated in this study are antipsychotic drugs, which target dopamine D2 receptors. The study measures the estimated dopamine D2 receptor occupancy levels of the antipsychotic drugs risperidone, olanzapine, and ziprasidone in patients with schizophrenia. The study does not evaluate the mechanism of action of the drugs themselves, but rather their impact on neurocognitive function in patients. Therefore, there are no specific receptor subtypes or binding modes identified in this study.",Antagonist
18978498,"The article does not provide information on the mechanism of action or receptor subtypes of the drugs (amisulpride, antipsychotics, benzodiazepines, and anticholinergic drugs) mentioned in the study.",Antagonist
16086616,The mechanism of action for topiramate is as a glutamate antagonist. There is no mention of receptor subtypes.,Antagonist
19570929,"The article does not focus on a specific drug or receptor mechanism of action, but rather examines the relationship between serum anticholinergic activity and cognitive performance in schizophrenia patients. Anticholinergic activity is not specific to one receptor subtype or mechanism, but affects the entire cholinergic system by blocking the action of acetylcholine.",Antagonist
23012427,"The drug being evaluated is ketamine, which is an NMDA glutamate receptor antagonist. Therefore, the target of the chemical reaction is the NMDA receptor subtype.",Antagonist
8733795,"The mechanism of action is: alpha 2 adrenergic receptor antagonism. The receptor subtype(s) are: alpha 2 adrenergic receptors. The drug(s) being evaluated are: idazoxan (alpha 2 antagonist) and typical neuroleptics. Clozapine (an atypical neuroleptic) is also mentioned, but is not being directly evaluated in this study.",Antagonist
1978858,"The mechanism of action is: selective antagonist of D2 receptors. The receptor subtype is: D2 receptors. Therefore, the drug sulpiride is being evaluated as a selective D2 receptor antagonist.",Antagonist
11032974,"The drug being evaluated is ketamine, which is a noncompetitive NMDA antagonist. The target of the chemical reaction is NMDA receptors, and the receptor subtype is the glutamatergic N-methyl-D-aspartate (NMDA) receptor. Therefore, the mechanism of action of the drug is the disruption of NMDA transmission.",Antagonist
22717030,The receptor(s) are: N-methyl-D-aspartate (NMDA) and nicotinic acetylcholine (nAChR). The subtype(s) are: N/A. The binding mode(s) are: uncompetitive antagonist (ketamine) and agonist (nicotine). Therefore the mechanism of action is: NMDA receptor antagonist (ketamine) and nicotinic acetylcholine receptor agonist (nicotine).,Antagonist
29718385,The mechanism of action is a phosphodiesterase 9 inhibitor. The target of the chemical reaction is the enzyme phosphodiesterase 9. There are no receptor subtypes mentioned in the article.,Antagonist
22750079,The article does not provide information about the mechanism of action or receptor subtype of the drug being evaluated (mirtazapine).,Antagonist
11890187,The mechanism of action for mianserin is as a 5-HT2 antagonist. There is no mentioned drug being evaluated with a specific receptor subtype. The typical antipsychotic drugs are mentioned as D2 antagonists.,Antagonist
15721055,"The drug being evaluated in this study is metoclopramide, which is a dopamine antagonist. There is no specific information provided in the article about the receptor subtype(s) targeted by metoclopramide.",Antagonist
29397899,The mechanism of action is: D-amino acid oxidase inhibitor. The target of the chemical reaction is: D-amino acids. The receptor subtype(s) are not specifically mentioned in the article.,Antagonist
17570902,"The article does not discuss the evaluation of any specific drugs or their mechanism of action. However, it does mention atypical antipsychotics as a class of drugs that have the propensity to induce weight gain in normal-weight patients with schizophrenia.",Antagonist
2865252,"N/A, as the article is about maintenance therapy and antipsychotic medication in general rather than a specific drug or mechanism of action.",Antagonist
23375406,The mechanism of action is: 5-HT3 antagonism. The receptor subtype(s) is/are: 5-HT3. The drug being evaluated is: granisetron.,Antagonist
15677607,The receptor(s) targeted by ondansetron are: 5-HT3. The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: 5-HT3 receptor antagonist.,Antagonist
19906345,"The mechanism of action is NMDA receptor antagonism. The drug being evaluated is memantine, which acts as a weak nonselective NMDA receptor antagonist. There is no information provided about specific NMDA receptor subtypes targeted by the drug.",Antagonist
10671405,The receptor(s) are: selective serotonin 3. The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: selective serotonin 3 receptor antagonist.,Antagonist
351804,The mechanism of action is: opiate antagonist. The target of the chemical reaction is: endorphins. The receptor subtype(s) are not specified in the article. Therefore the mechanism of action is: opiate antagonist targeting endorphins.,Antagonist
29499855,The mechanism of action is: Glycine transporter-1 (GlyT1) inhibitor. The receptor subtype(s) are: GlyT1. The binding mode(s) are not specified.,Antagonist
24696094,The mechanism of action is glycine reuptake inhibition through blockade of the glycine transporter type 1. There is no specific receptor subtype mentioned in this article.,Antagonist
14634716,"The mechanism of action of naltrexone is a narcotic antagonist which targets the mu, delta, and kappa opioid receptors in the brain. It does not have a direct target on the symptoms of schizophrenia.",Antagonist
30101,The receptor(s) are: opiate. The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: opiate receptor antagonist.,Antagonist
23899638,The article does not discuss the mechanism of action or receptor subtype(s) of any specific drug. It rather discusses the estimated dopamine D2 receptor occupancy levels needed for therapeutic efficacy in schizophrenia treatment.,Antagonist
335903,The mechanism of action and receptor subtype are not specified in the article as the drug naloxone hydrochloride is a narcotic antagonist and not acting on a specific receptor subtype.,Antagonist
31876117,The article does not provide information on the mechanism of action or receptor subtype of paliperidone palmitate.,Antagonist
29090685,"The drug being evaluated is tocilizumab, which is an interleukin-6 (IL-6) receptor antibody. It does not have a specific receptor subtype or binding mode, as it is designed to inhibit the activity of the IL-6 receptor.",Antagonist
19542525,The article does not specify the mechanism of action or receptor subtype(s) of either ziprasidone or olanzapine.,Antagonist
29193710,"The mechanism of action is anticholinergic, specifically targeting muscarinic receptors. The study evaluated the efficacy of scopolamine ointment against clozapine-induced hypersalivation in schizophrenia patients and healthy adults.",Antagonist
23099060,"The drug being evaluated is L-carnosine, which is an antioxidant and anti-glycation agent. The article does not mention any specific receptor subtype or mechanism of action for the drug. It is being evaluated as a treatment for cognitive dysfunction in schizophrenia, which may be related to glutamatergic dysfunction and inadequate antioxidant defenses at glutamatergic synapses.",Antagonist
6319107,"The mechanism of action is: opioid antagonist. The receptor(s) are: opioid receptors, but the subtype(s) are not specified.",Antagonist
22809972,The article does not provide information on the mechanism of action(s) or the receptor subtype(s) of the drugs being evaluated (paliperidone ER and risperidone). These drugs are both classified as antipsychotic agents and dopamine antagonists.,Antagonist
17242805,"The drugs being evaluated in this article are olanzapine and nizatidine. The mechanism of action of olanzapine is to block the dopamine and serotonin receptors in the brain, while the mechanism of action of nizatidine is as a histamine H2 receptor antagonist. There are no receptor subtypes mentioned for these drugs in the article.",Antagonist
14645311,"The article is about a comparison of two antipsychotic drugs, olanzapine and haloperidol, and does not mention specific mechanisms of action or receptor subtypes.",Antagonist
23158779,"There are no drugs being evaluated in this article; therefore, there is no mechanism of action or receptor subtype specified.",Antagonist
6138923,The mechanism of action for clonidine is to block noradrenergic neurotransmission. It is not evaluated with a specific receptor subtype or chemical reaction.,Antagonist
19552488,"The drug blonanserin is described as having potent dopamine D(2) and serotonin 5-HT(2) antagonist properties, but the article does not provide information about the receptor subtype(s) targeted by haloperidol. Therefore, it is not possible to answer this question fully.",Antagonist
17519641,"The article does not mention any drugs being evaluated with specific mechanism of action or receptor subtype. It only discusses the side effect of hyperprolactinemia associated with the use of risperidone, an atypical antipsychotic drug, in male schizophrenia patients.",Antagonist
23131879,There are no drugs or mechanisms of action discussed in this article. It is a study investigating the trajectory of AGRP levels during antipsychotic-induced weight gain in patients with schizophrenia.,Antagonist
30449883,The drug being evaluated is lumateperone (ITI-007) and the receptor subtype is the dopamine D2 receptor. The article does not provide information on the mechanism of action/target of the chemical reaction of lumateperone.,Antagonist
8868206,The mechanism of action is: narcotic antagonist. The receptor subtype(s) are not specified in the article.,Antagonist
6266259,The mechanism of action is: opiate receptor antagonist. The receptor subtype(s) are: central opiate receptors.,Antagonist
11001233,"Olanzapine has higher affinity for serotonin 5-HT2 receptors than for dopamine-2 receptors. Sulpiride is a selective D2 blocker. The combination/ augmentation of olanzapine and sulpiride enhances D2 blockage and is suggested as an efficient strategy for treating patients with treatment-resistant schizophrenia. Therefore, the mechanism of action involves the serotonin and dopamine receptors.",Antagonist
9474443,"The drug being evaluated is 123I-iomazenil, which is a selective benzodiazepine antagonist used as a radioligand. The mechanism of action is binding to the GABAA/benzodiazepine receptor. The subtype(s) of the receptor are not specified in this article.",Antagonist
30738698,"The article does not provide information about the mechanism of action(s) or the receptor subtype(s) of any specific drug(s). The article instead focuses on the impact of anticholinergic medication burden on cognitive function in patients with treatment refractory schizophrenia, and how targeted cognitive training may help mitigate these effects.",Antagonist
28839342,"The mechanism of action is: vesicular monoamine transporter 2 (VMAT2) inhibitor. The target is the VMAT2 protein responsible for packaging and regulating the release of monoamine neurotransmitters such as dopamine, serotonin, and norepinephrine. There are no specific receptor subtypes targeted by Valbenazine.",Antagonist
16679001,The mechanism of action is blocking dopamine D2 receptors. The receptor subtype is dopamine D2. The drug being evaluated is haloperidol.,Antagonist
15840416,There are no drugs being evaluated in this article. The article describes the effects of neuroleptic medications on levels of certain proteins in the blood of schizophrenic patients. The proteins of interest are the soluble IL-2 receptor-alpha and IL-1 receptor antagonist. There is no mention of target receptors or mechanism of action of any drugs.,Antagonist
8122957,"The mechanism of action is: noncompetitive antagonist of the N-methyl-D-aspartate subtype of excitatory amino acid receptor. The receptor subtype is: N-methyl-D-aspartate (NMDA) subtype of excitatory amino acid receptor. Therefore, the drug being evaluated is a noncompetitive NMDA antagonist, ketamine.",Antagonist
9325559,"The receptor(s) are: N-methyl-D-aspartate (NMDA). The subtype(s) are: N/A. The binding mode is: antagonist. Therefore the mechanism of action is: NMDA receptor antagonist. Additionally, clozapine is an atypical antipsychotic agent with complex mechanisms of action.",Antagonist
28839341,The drug being evaluated is valbenazine (NBI-98854). The article does not provide information on the mechanism of action or receptor subtype targeted by valbenazine.,Antagonist
10319907,"The drug being evaluated is cyproheptadine, which is a serotonin-blocking agent. The article mentions growing interest in investigating the role of 5-HT receptors in the pathophysiology of schizophrenia, but it does not specify if cyproheptadine targets any specific receptor subtype. Therefore, the mechanism of action is a serotonin-blocking agent.",Antagonist
7846205,"The drug being evaluated is ritanserin, which is a selective serotonin-2 antagonist. It is not evaluated with any specific receptor subtype, but its mechanism of action is to block serotonin-2 receptors. The study ruled out any direct D2-dopamine blockade activity.",Antagonist
3662745,The mechanism of action is: alpha 2-adrenergic receptor antagonist. The receptor subtype(s) are: alpha 2-adrenergic. Therefore the drug being evaluated here is: yohimbine.,Antagonist
860138,"The mechanism of action of naloxone is as a specific narcotic antagonist, which targets the opioid receptor subtypes. However, the article does not provide information on which specific receptor subtypes are being targeted in the study.",Antagonist
7831446,"The mechanism of action of cimetidine is H2 antagonist, and the receptor subtype targeted is the H2 receptor. The mechanism of action of clozapine is a dopamine, 5-HT2/5-HT1C, and histamine antagonist. The receptor subtypes targeted are dopamine, 5-HT2, and H1 receptors.",Antagonist
12478881,The mechanism of action is: antiglucocorticoid. The target of the chemical reaction is: cortisol. The receptor subtype(s) are not mentioned in the article. The drug being evaluated is ketoconazole.,Antagonist
568293,"The drug being evaluated is N-acetyl-p-amino-phenol (paracetamol, acetaminophen). Its mechanism of action is the suppression of prostaglandin E, and it does not involve a receptor subtype.",Antagonist
12721815,"The article does not provide information on the mechanism of action or receptor subtype for the drugs being evaluated (olanzapine, risperidone, and haloperidol).",Antagonist
9197911,There is no specific drug being evaluated with a mechanism of action or receptor subtype mentioned in this article.,Antagonist
19242406,"The drug is memantine, which is an NMDA antagonist. The target of the chemical reaction is the NMDA receptor, which is involved in regulating PPI (prepulse inhibition). The receptor subtype(s) are not specified in the article. Therefore the mechanism of action is NMDA receptor antagonist.",Antagonist
16870959,"There is no specific drug being evaluated in this article, so there is no mechanism of action or receptor subtype information.",Antagonist
12827347,"The article mentions three different drugs: olanzapine, risperidone, and haloperidol. However, the article does not directly state the mechanism of action and receptor subtype for each drug. The article does suggest that haloperidol and risperidone have a greater activity in the dorsal striatum, which may induce extrapyramidal motor symptoms and impair procedural learning that depends on this region. In contrast, olanzapine is pharmacologically similar to clozapine and has a low incidence of EPS induction. The article suggests that olanzapine may not have a deleterious effect on procedural learning in comparison to haloperidol and risperidone.",Antagonist
9260735,The mechanism of action for nifedipine is: calcium channel antagonist. There is no specific receptor subtype mentioned in the given abstract.,Antagonist
28674870,The mechanism of action is alpha2-adrenergic receptor antagonism by antipsychotics. The receptor subtype(s) are alpha2-adrenergic receptors.,Antagonist
14751424,"The article does not specify the mechanism of action or receptor subtype(s) of the drugs (risperidone and haloperidol) being evaluated, as it focuses on their efficacy and adverse effects in the treatment of schizophrenia.",Antagonist
16123767,"The mechanism of action and receptor subtype(s) are not explicitly stated in the article. However, it is mentioned that ketamine is an excitatory amino acid antagonist. Its main mechanism of action is thought to be blocking the NMDA receptor, a subtype of glutamate receptor.",Antagonist
25864950,"There are no specific drugs being evaluated in this study, rather the study is examining the optimal threshold for dopamine D₂ receptor blockade in the maintenance treatment of schizophrenia. No mechanism of action or receptor subtype is mentioned.",Antagonist
17374,"The drug being evaluated is metyrosine, which inhibits tyrosine hydroxylase, the rate-limiting enzymatic step in dopamine synthesis. Therefore, the mechanism of action is dopamine synthesis inhibitor. There is no receptor subtype targeted in this study.",Antagonist
20727411,"The drug being evaluated is S-ketamine, a non-competitive NMDA receptor antagonist. The mechanism of action is blocking the NMDA receptor, which leads to psychopathological symptoms similar to those observed in schizophrenia. The receptor subtype is the NMDA receptor.",Antagonist
8726548,"The article does not mention any specific drug or mechanism of action being evaluated. The study focused on the use of smooth pursuit eye movements (SPEM) as an outcome measure in an open-label clinical trial of famotidine as an adjunctive medication for schizophrenia treatment. Famotidine is an H-2 antagonist that has been proposed for the treatment of negative symptoms in schizophrenia, but the article does not provide information on its specific mechanism of action or receptor subtype.",Antagonist
27789188,The mechanism of action is an inhibitor of glycine transporter type-1 (GlyT1). There are no specific receptor subtypes mentioned.,Antagonist
9519099,"The drug(s) being evaluated are clozapine and sulpiride. The mechanism of action for clozapine is as a weak D2-dopaminergic antagonist, while the mechanism of action for sulpiride is as a selective D2 blocker. The receptor subtype(s) being targeted are the D2 dopaminergic receptors. Together, the combination is hypothesized to enhance the efficacy of clozapine by enhancing D2 blockade.",Antagonist
20737516,The article does not provide information about the mechanism of action or receptor subtype of mirtazapine.,Antagonist
16171976,"The article does not mention any drugs being evaluated, thus there is no mechanism of action or receptor subtype described.",Antagonist
