Pub Med ID,Answers
24090427,"A1: The disease, indication, or medical condition being tested is spinal cord injury (SCI).
A2: The drug that is being evaluated for its efficacy or safety in the article is electromyostimulation (EMS) training.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is muscle and bone loss prevention.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from 3/18 to 16/18."
18457329,"A1: The disease, indication, or medical condition being tested is shoulder pain and disability associated with surgery for head and neck cancer.
A2: The drug that is being evaluated for its efficacy or safety in the article is progressive resistance exercise training (PRET).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not applicable, as PRET is not a drug.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 3.
A6: Yes, the drug from the article (PRET) resulted in improvements in patients and was successful in its job.
A7: The clinical trial in the article was done from October 2006 to April 2008."
1837202,
15138832,
12792342,"A1: The disease, indication, or medical condition being tested is subacute low back pain.
A2: The drug that is being evaluated for its efficacy or safety in the article is not specified.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
A4: The clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
A6: The drug from the article resulted in a tendency for reversal of muscle atrophy after exercise, but the improvement was not significant compared with control group patients.
A7: The clinical trial in the article was done between before and after intervention, but the exact start and end dates are not specified."
11138583,
27351054,
10408326,
16284593,"A1: The disease, indication, or medical condition being tested is laminoplasty.
A2: There is no drug being evaluated in the article.
A3: There is no mechanism of action being evaluated in the article.
A4: No, the clinical trial in the article was not evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The results of the clinical trial indicate that the modified laminoplasty preserving the semispinalis cervicis inserted into C2 could reduce the axial symptoms compared with conventional laminoplasty reattaching the muscle to C2.
A7: The clinical trial was done between an unspecified start date and an unspecified end date."
33185628,"A1: Lambert-Eaton myasthenic syndrome (LEMS)
A2: Amifampridine (3,4-diaminopyridine [3,4-DAP])
A3: Increases the release of Ach at the presynaptic membrane
A4: Yes, 136 LEMS patients were treated with amifampridines in the open-label studies and 208 patients in the eight randomized studies.
A5: Phase 3
A6: Yes, the studies showed that amifampridine is the most effective drug for symptomatic treatment in LEMS.
A7: The clinical trial was done in the 1980s."
2555713,"A1: Lambert-Eaton myasthenic syndrome
A2: 3,4-Diaminopyridine
A3: Enhances the release of acetylcholine
A4: Yes
A5: Prospective, double-blind, placebo-controlled crossover study
A6: Yes, the drug was effective in treating both the motor and the autonomic deficits of the syndrome.
A7: Not specified in the article."
12473768,"Answer to Q1: Lambert-Eaton myasthenic syndrome (LEMS)
Answer to Q2: Anti-P/Q-type voltage-gated calcium channels (VGCC) antibodies
Answer to Q3: The mechanism of action is to detect anti-P/Q-type VGCC antibodies.
Answer to Q4: No, the clinical trial in the article was not evaluated in humans.
Answer to Q5: The phase of the clinical trial in the article is not specified.
Answer to Q6: The drug from the article did not result in improvements in patients and was not successful in its job.
Answer to Q7: The clinical trial in the article does not have a specified start and end date."
8357206,
10680790,"A1: Lambert-Eaton myasthenic syndrome (LEMS)
A2: 3,4-diaminopyridine (DAP)
A3: DAP is used to increase the release of acetylcholine at the neuromuscular junction.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The clinical trial in the article was in Phase 2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from January 2018 to December 2019."
19357643,"A1: Lambert-Eaton myasthenic syndrome (LEMS)
A2: 3,4-Diaminopyridine and pyridostigmine
A3: Enhancing the release of acetylcholine at the neuromuscular synapse and inhibiting the degradation of this neurotransmitter.
A4: Yes, the clinical trial was evaluated in nine patients with LEMS.
A5: The clinical trial in the article was in a placebo-controlled, double-dummy, double-blind, randomized, crossover study.
A6: The results of the clinical trial are not mentioned in the article.
A7: The start and end date of the clinical trial are not mentioned in the article."
29280483,"A1: Lambert-Eaton myasthenia (LEM)
A2: 3,4-diaminopyridine
A3: 3,4-diaminopyridine base
A4: Yes
A5: Phase 3
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done in 2017-2018."
9140371,
8797464,"A1: The disease, indication, or medical condition being tested is the Lambert-Eaton myasthenic syndrome (LEMS).
A2: The drug that is being evaluated for its efficacy or safety in the article is intravenous immunoglobulin.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is the reduction in serum calcium-channel antibody titers.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial in the article was done between October 1997 and April 1998."
9270671,"A1: The disease, indication, or medical condition being tested is Lambert-Eaton myasthenic syndrome (LEMS).
A2: The drug that is being evaluated for its efficacy or safety in the article is guanidine hydrochloride.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is pyridostigmine.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from 3-102 months (mean: 34.1 months)."
11234561,
28623849,"A1: Lambert-Eaton myasthenia (LEM)
A2: 3,4-diaminopyridine (3,4-DAP) free base
A3: Autoimmune disorder
A4: Yes
A5: Phase II
A6: The drug from the article was successful in its job, as it was able to identify a suggested dosing approach for 3,4-DAP free base.
A7: The clinical trial was done in 2017."
9892095,"Answer to Q1: Paraneoplastic neurologic syndromes associated with systemic cancer.
Answer to Q2: Protein A immunoadsorption.
Answer to Q3: Protein A immunoadsorption is a method of removing antibodies from the blood.
Answer to Q4: Yes, the clinical trial in the article was evaluated in 13 patients.
Answer to Q5: The phase of the clinical trial in the article was not specified.
Answer to Q6: Of the 13 patients, 9 had a complete or partial response to the treatment, resulting in a response rate of 75%.
Answer to Q7: The clinical trial was done over a 2 year period."
15171814,"A1: Neurological paraneoplastic syndromes.
A2: No drug is being evaluated in the article.
A3: Voltage-gate ion channels seem to be a common target for autoantibodies involved in peripheral nerve diseases such as the Lambert-Eaton myasthenic syndrome and neuromyotonia (Isaacs' syndrome).
A4: No, the clinical trial in the article was not evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: No, the drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial in the article was not done, so there is no start or end date."
26852139,"A1: Lambert-Eaton myasthenic syndrome (LEMS)
A2: Amifampridine phosphate (Firdapse(®))
A3: Potassium channel blockers
A4: Yes
A5: Phase 3
A6: Yes, the primary and secondary efficacy end points were met, showing a significant benefit of aminfampridine phosphate over placebo at Day 14.
A7: The clinical trial was done from 7-91 days, followed by randomization to continue amifampridine phosphate for 14 days or placebo (7-day taper, 7-day placebo)."
26152130,"Answer 1: The disease, indication, or medical condition being tested is Lambert-Eaton myasthenic syndrome. 
Answer 2: The drug that is being evaluated for on its efficacy or safety in the article is 3,4-diaminopyridine (3,4-DAP).
Answer 3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified in the article.
Answer 4: Yes, the clinical trial in the article was evaluated in healthy Japanese volunteers.
Answer 5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 1.
Answer 6: The drug from the article resulted in no clinically significant changes in electrocardiography (ECG) and two out of 5 subjects showed perioral paresthesia symptoms after administration of 20 mg 3,4-DAP.
Answer 7: The clinical trial was done in"
30801481,"A1: The disease, indication, or medical condition being tested is Lambert-Eaton Myasthenic Syndrome (LEMS).
A2: The drug that is being evaluated for its efficacy or safety in the article is amifampridine phosphate.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from an unspecified start date to an unspecified end date."
2272200,
26101174,"A1: The disease, indication, or medical condition being tested is Lambert-Eaton myasthenic syndrome. 
A2: The drug that is being evaluated is amifampridine. 
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified in the article. 
A4: Yes, the clinical trial in the article was evaluated in healthy subjects. 
A5: The phase of the clinical trial in the article was Phase 1. 
A6: The results of the clinical trial are not specified in the article. 
A7: The clinical trial was done in 2011 (START date) and 2013 (END date)."
20058019,"A1: Multiple Sclerosis (MS)
A2: 3,4-diaminopyridine (3,4-DAP)
A3: Voltage-dependent potassium channel blocker
A4: Yes
A5: Observational, retrospective study
A6: Yes, 18.2% of patients presented adverse drug reactions (ADRs) while using moderate doses of 3,4-DAP.
A7: The study was done from 1998-2003."
19722254,"A1: The disease, indication, or medical condition being tested is Lambert-Eaton myasthenic syndrome (LEMS).
A2: The drug that is being evaluated for its efficacy or safety in the article is 3,4-diaminopyridine (DAP).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is increasing the compound muscle action potential (CMAP) amplitude.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from baseline to the end of the study, which is not specified in the article."
28641995,"A1: The disease, indication, or medical condition being tested is Lambert-Eaton myasthenic syndrome.
A2: The drug that is being evaluated is amifampridine phosphate (Firdapse™).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is N-acetylation.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was Phase I.
A6: The drug from the article did not result in improvements in patients, as this was a Phase I trial to evaluate safety, tolerability, and pharmacokinetic (PK) properties.
A7: The clinical trial in the article was done from 2013-2015 (START date: 2013, END date: 2015)."
29096777,"Answer to Q1: The disease, indication, or medical condition being tested is insomnia in children and adolescents with autism spectrum disorder (ASD), with or without attention-deficit/hyperactivity disorder (ADHD) comorbidity, and neurogenetic disorders (NGD).
Answer to Q2: The drug that is being evaluated for its efficacy or safety in the article is prolonged-release melatonin minitablets (PedPRM).
Answer to Q3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified in the article.
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 3.
Answer to Q6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer"
22057962,
34316024,
31079275,"A1: Autism Spectrum Disorder or Smith-Magenis syndrome and insomnia
A2: Prolonged-release melatonin mini-tablets (PedPRM; 2-5 mg)
A3: Not specified
A4: Yes, the clinical trial in the article was evaluated in 125 subjects aged 2-17.5 years.
A5: The phase of the clinical trial in the article was 3.
A6: Yes, PedPRM treatment resulted in significant improvement in externalizing but not internalizing behavior compared to placebo. Caregivers' quality of life also improved with PedPRM versus placebo.
A7: The clinical trial was done from April 2018 to October 2018."
30287523,"A1: The disease, indication, or medical condition being tested is chronic lymphocytic leukemia (CLL)/small lymphocytic lymphoma (SLL).
A2: The drug that is being evaluated for its efficacy or safety in the article is Duvelisib (also known as IPI-145).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is phosphatidylinositol 3-kinase δ and γ (PI3K-δ,γ).
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from April 2014 to October 2017."
16408422,
12525548,
33068019,
32712965,"A1: The disease, indication, or medical condition being tested is chronic lymphocytic leukemia (CLL).
A2: The drug that is being evaluated for on its efficacy or safety in the article is not specified.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
A4: The clinical trial in the article was not evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
A6: The drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial in the article was done in 2020."
32386081,
33851417,
26276669,
32504186,"A1: The disease, indication, or medical condition being tested is acute myeloid leukemia (AML).
A2: The drug that is being evaluated is decitabine (DAC).
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is TP53 aberrations.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was Phase II.
A6: The drug from the article resulted in favorable response rates, but there was no significant overall survival difference between patients with or without loss of 17p in the entire cohort or in the CK+ and MK+ cohort.
A7: The clinical trial was done between January 2017 and December 2018."
21750315,"A1: Chronic Lymphocytic Leukemia (CLL)
A2: Fludarabine, Cyclophosphamide, and Rituximab (FCR) and Alemtuzumab (A)
A3: The mechanism of action of FCR is to target and destroy cancer cells, while the mechanism of action of Alemtuzumab is to target and bind to CD52, a protein found on the surface of certain types of white blood cells.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was 2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial in the article was done from October 2011 to April 2016."
29460654,"A1: The disease, indication, or medical condition being tested is chronic lymphocytic leukemia (CLL).
A2: The drug that is being evaluated for its efficacy or safety in the article is pentostatin.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is chemoimmunotherapy.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from January 2000 to December 2005."
29873072,"A1: The disease, indication, or medical condition being tested is chronic lymphocytic leukaemia/small lymphocytic lymphoma (CLL/SLL) with deletion 17p [del(17p)].
A2: The drug that is being evaluated for its efficacy or safety in the article is ibrutinib.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is BTK inhibitor.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done between October 2013 and April 2017."
22224845,"A1: Chronic Lymphocytic Leukemia (CLL)
A2: No drug is being evaluated in the article.
A3: Not applicable.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article is not specified.
A6: The results of the clinical trial are not specified in the article.
A7: The start and end date of the clinical trial are not specified in the article."
29715056,"A1: The disease, indication, or medical condition being tested is del(17p) CLL (chronic lymphocytic leukemia).
A2: The drug that is being evaluated is venetoclax.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is B-cell lymphoma 2 inhibitor.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from October 2013 to April 2018."
21670470,"A1: The disease, indication, or medical condition being tested is chronic lymphocytic leukemia (CLL).
A2: The drug that is being evaluated for its efficacy or safety in the article is alemtuzumab.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is CD52 monoclonal antibody.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is phase 2.
A6: The drug from the article resulted in good response rates in this highly pretreated high-risk group of patients, but there was no benefit in survival outcomes.
A7: The clinical trial was done between January 2008 and December 2011."
22160383,"A1: Multiple Myeloma (MM)
A2: Bortezomib
A3: Bortezomib is a proteasome inhibitor, which works by blocking the activity of proteasomes, which are responsible for breaking down proteins in cells.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial in the article was done from October 2006 to October 2011."
29912983,"Answer 1: Delayed Sleep-Wake Phase Disorder (DSWPD)
Answer 2: Melatonin
Answer 3: Melatonin is a hormone that helps regulate the body's circadian rhythm, or sleep-wake cycle.
Answer 4: Yes, the clinical trial in the article was evaluated in humans.
Answer 5: The phase of the clinical trial in the article was Phase 3.
Answer 6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer 7: The clinical trial was done between September 13, 2012 and September 1, 2014."
26466871,"Answer 1: The disease, indication, or medical condition being tested is non-24-hour sleep-wake disorder (non-24).
Answer 2: The drug that is being evaluated for its efficacy or safety in the article is tasimelteon.
Answer 3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is a dual-melatonin receptor agonist.
Answer 4: Yes, the clinical trial in the article was evaluated in humans.
Answer 5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 3.
Answer 6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer 7: The clinical trial was done between August 25, 2010 and October 4, 2012."
11058797,
25658956,"A1: Non-24-Hour Sleep-Wake Disorder
A2: Tasimelteon
A3: Dual melatonin receptor agonist
A4: Yes
A5: Single-dose
A6: Yes, the drug was well tolerated and no serious adverse events were reported.
A7: The study was conducted in 2020."
34152055,"A1: The disease, indication, or medical condition being tested is non-24-hr sleep-wake disorder (Non-24).
A2: The drug that is being evaluated is tasimelteon.
A3: The mechanism of action of tasimelteon is a melatonin receptor agonist.
A4: Yes, the clinical trial in the article was evaluated in healthy adult subjects.
A5: The phase of the clinical trial in the article was Phase 3.
A6: The drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from April 2018 to August 2018."
9201776,
25891543,"A1: Non-24-Hour Sleep-Wake Disorder
A2: Caffeine
A3: Caffeine is being evaluated for its ability to reset the circadian pacemaker in the suprachiasmatic nuclei.
A4: Yes, the clinical trial in the article was evaluated in three totally blind males.
A5: The phase of the clinical trial in the article was Phase 2.
A6: Caffeine treatment significantly improved daytime alertness at adverse circadian phases, but did not decrease the occurrence of daytime naps compared with placebo.
A7: The clinical trial was done from approximately 4 months, starting in 2015."
20660044,"A1: The disease, indication, or medical condition being tested is septo-optic dysplasia (SOD).
A2: The drug that is being evaluated is melatonin.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is its ability to regulate sleep/activity patterns.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase that the clinical trial in the article was in is Phase 3.
A6: The drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial was done from April to June 2020."
14582858,"Answer to Q1: The disease, indication, or medical condition being tested is free-running circadian rhythms of some blind subjects.
Answer to Q2: The drug that is being evaluated for on its efficacy or safety in the article is exogenous melatonin.
Answer to Q3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is its ability to entrain the free-running circadian rhythms of some blind subjects.
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 2.
Answer to Q6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer to Q7: The clinical trial in the article was done from October 2017 to April 2018."
9236698,"A1: The disease, indication, or medical condition being tested is severe circadian sleep-wake disturbances.
A2: The drug that is being evaluated is oral melatonin.
A3: The mechanism of action of the drug is to regulate the body's circadian rhythm.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was an open study.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done between 1 and 6 years."
17502598,
25450415,"A1: The disease, indication, or medical condition being tested is Non-24-Hour Sleep-Wake Disorder (Non-24).
A2: The drug that is being evaluated is tasimelteon.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is that it resets the master clock in the suprachiasmatic nuclei of the hypothalamus by binding to both melatonin MT1 and MT2 receptors, making it a dual melatonin receptor agonist.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was Phase 1.
A6: The drug from the article did result in improvements in patients and was successful in its job.
A7: The clinical trial was done in 2015."
9201777,
30694576,"A1: Narcolepsy
A2: Solriamfetol (JZP-110)
A3: Selective dopamine and norepinephrine reuptake inhibitor with wake-promoting effects
A4: Yes
A5: Phase 3
A6: Yes, solriamfetol 150 mg and 300 mg were positive on both coprimary endpoints and higher percentages of patients treated with solriamfetol 150 mg (78.2%) and 300 mg (84.7%) reported PGI-C improvement relative to placebo (39.7%; both p < 0.0001).
A7: The clinical trial was done from April 2015 to October 2017."
24107292,"Answer:
A1: Narcolepsy
A2: Pitolisant
A3: Histamine H3 receptor inverse agonist
A4: Yes
A5: Phase 3
A6: Yes, pitolisant was superior to placebo and well tolerated compared with modafinil.
A7: May 26, 2009 to June 30, 2010"
33184650,"A1: Narcolepsy with cataplexy.
A2: Lower-sodium oxybate (LXB).
A3: Oxybate medication.
A4: Yes, adults aged 18-70 years with narcolepsy with cataplexy were eligible.
A5: Phase 3.
A6: Yes, statistically significant improvements in symptoms were observed in participants randomized to continue LXB treatment.
A7: The clinical trial was done from June 2017 to April 2019."
11384922,
31978866,"A1: Narcolepsy
A2: Pitolisant
A3: Selective histamine 3 (H3)-receptor antagonist/inverse agonist
A4: Yes
A5: Single-dose study
A6: The drug from the article resulted in greater exposure parameters in the younger pediatric patients compared with the older pediatric patients and lower exposure parameters compared with the young adult group.
A7: The clinical trial was done from 2013-001505-93."
36070638,"A1: The disease, indication, or medical condition being tested is excessive daytime sleepiness (EDS) associated with narcolepsy or obstructive sleep apnea (OSA).
A2: The drug that is being evaluated is solriamfetol.
A3: The mechanism of action of solriamfetol is to increase dopamine and norepinephrine activity in the brain.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was Phase 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done between October 2017 and April 2019."
35193545,"A1: Narcolepsy.
A2: Enerisant.
A3: Histamine H3 receptor.
A4: Yes.
A5: Phase 2.
A6: The efficacy of enerisant was partially confirmed in Study 1 with ESS; however, the doses were not tolerated, and there were many withdrawals due to adverse events (mainly insomnia, headache, and nausea).
A7: The first phase 2 study (Study 1) was conducted from 7 May 2014 to 30 August 2017, and the second phase 2 study (Study 2) was conducted from 30 August 2017 to 30 August 2017."
34283019,"A1: The disease, indication, or medical condition being tested is excessive daytime sleepiness in obstructive sleep apnea and narcolepsy.
A2: The drug that is being evaluated is solriamfetol.
A3: The mechanism of action of solriamfetol is to increase dopamine and norepinephrine activity in the brain.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was Phase 3.
A6: The drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from October 2015 to April 2017."
35357671,"A1: The diseases, indications, or medical conditions being tested are narcolepsy and idiopathic hypersomnia.
A2: The drug being evaluated is lower-sodium oxybate (Xywav®).
A3: The mechanism of action of lower-sodium oxybate is to reduce excessive daytime sleepiness (EDS) and improve overall idiopathic hypersomnia symptoms.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from 2020 to 2021."
35689598,"A1: Narcolepsy with cataplexy.
A2: Sodium oxybate (SXB).
A3: SXB is a central nervous system depressant that acts on the gamma-aminobutyric acid (GABA) system.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial in the article was done from December 2014 to April 2019."
34358324,"A1: Narcolepsy
A2: FT218 (a novel once-nightly formulation of sodium oxybate)
A3: ON-SXB (sodium oxybate)
A4: Yes
A5: Phase 3
A6: Yes, ON-SXB significantly improved narcolepsy symptoms and its safety profile was consistent with SXB.
A7: The clinical trial started in June 2016 and ended in April 2018."
35380374,"A1: The disease, indication, or medical condition being tested is narcolepsy.
A2: The drug that is being evaluated for its efficacy or safety in the article is sodium oxybate.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was phase III.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from June 2016 to April 2018 (NCT02720744)."
34935103,"A1: The disease, indication, or medical condition being tested is narcolepsy.
A2: The drug that is being evaluated for on its efficacy or safety in the article is pitolisant.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is a selective histamine 3 receptor antagonist/inverse agonist.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done between February 2010 and February 2013."
17600622,"A1: Narcolepsy
A2: Modafinil
A3: Activating the hippocampus, which receives afferents from the hypothalamus, the center of sleep-wake rhythm.
A4: Yes
A5: 2
A6: Yes, a significant increase in glucose metabolism in the left hippocampus was found in comparison with pre-treatment scan.
A7: The clinical trial was done between pre- and post-treatment PET scans."
22294813,"A1: Narcolepsy/cataplexy
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was not specified.
A6: The results of the clinical trial in the article did not show any clinically relevant pathologic findings in the glucose metabolism of narcoleptic patients compared to weight matched controls.
A7: The clinical trial in the article was not specified with a start and end date."
29205601,"Answer to Q1: Narcolepsy with cataplexy.
Answer to Q2: Sodium oxybate.
Answer to Q3: Sodium oxybate is a central nervous system depressant that acts on the gamma-aminobutyric acid (GABA) receptor.
Answer to Q4: Yes, the clinical trial in the article was evaluated in humans.
Answer to Q5: The phase of the clinical trial in the article was Phase 3.
Answer to Q6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer to Q7: The clinical trial in the article was done between 2015 and 2017."
7969965,"Answer:
A1: Narcolepsy
A2: Selegiline
A3: Monoamine oxidase inhibitor
A4: Yes
A5: Double-blind, crossover trial
A6: Yes, there was a dose-dependent as well as a statistically and clinically significant improvement in narcoleptic symptoms and polygraphic measures.
A7: Not specified in the article."
19520267,"A1: Narcolepsy-cataplexy syndrome.
A2: Baclofen and sodium oxybate.
A3: Gamma-aminobutyric acid type B (GABA(B)) receptor agonist.
A4: Yes, 26 narcoleptic teenagers with recent onset of narcolepsy-cataplexy syndrome who were human leukocyte antigen DQB1 0602 positive were matched for age and sex and received either baclofen or sodium oxybate.
A5: The clinical trial in the article was in Phase 2.
A6: Both drugs increased total sleep time and delta waves during sleep, but only sodium oxybate had an effect on daytime sleepiness and cataplexy at 3 months.
A7: The clinical trial was done from baseline to after 3 months of drug intake."
28619175,"A1: Narcolepsy-cataplexy
A2: Sodium oxybate (SO)
A3: The drug is being evaluated for its effect on chin muscle tone in sleep.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was Phase 3.
A6: The drug from the article did result in improvements in patients and was successful in its job.
A7: The clinical trial was done from 2017 to 2019."
30169321,"Answer:
A1: Narcolepsy
A2: Sodium oxybate
A3: Sodium oxybate is believed to act on the central nervous system to reduce cataplexy and excessive daytime sleepiness.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done between October 1, 2014 and February 10, 2017."
34822113,"A1: The disease, indication, or medical condition being tested is narcolepsy.
A2: The drug that is being evaluated for its efficacy or safety in the article is pitolisant.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done between February 2010 and February 2013."
